text,prediction
Абе бая народ си измря без нужда. Погледнете нещата откъм човешката им страна а не всеедно играете някаква политическа компютърна игра. ,True
Аз пък не вярвам да съм прочел някъде за украинска войска победила някога и някого през последните 25 века. Но ако има някой да каже ще му повярвам. ,True
Наполеон и Хитлер и те вярваха  в победата над Русия. Победата е ясна...зеления абдикира и войната свършва. ,True
По украински оценки около 300 000 кв. км. от територията на Украйна е минирана. Това е повече отколкото площта на цялата държава Беларус. Минирането е направено от украинците. Верочтно по препоръла на англосаксите но може и да е чисто тяхна инициатива. Полски специалисти са разминирали около 17 500  метера пътища но това е крайно недостатъчно. Обезвредили са около 2000  предмета. Украйна се е самоблокирала не може да използва земята си. ,True
Ми той и комшията вярваше че жена му тръгна на фитнес заради него докато не отключи паролата на  телефона. Вярата е последната сламка на удавника. ,True
Язе пък вервам чи руснаците ша ви скъсат зъмбата ! ,True
Колективният Запад заложи на куц кон ми се струва. Само с вяра не става. ,True
Украинските стакмистики по- брътални и от нашенските ,True
Бидона ги предупреди че още кръв ще пролеят ама нека да продължават да се бият докато не остане нито един. Еволюцията ще спечели във всеки случай. ,True
Нормално който не вярва го застрелват ,True
Блажени са верующите. Амин. ,True
Със сигурност доста промити мозъци има от тях и си дават живота за Американският просперитет.Но 97% е нереална цифразащото доста клипове имакак военната полиция хваща на улицатав магазина или дома хоракоито силно се съпротивляват за отодат в месомелачката на Зелената Мухоморка. ,True
97 %...?! Тия вече ги докарват процентите като в Северна Корея. ,True
То и свинкията верва че нема да я колят за Коледа ама те.. ,True
В Украйна масово са руснаци така че е възможно една шепа украинци да мислят нещо нещо такова. ,True
Повече от 1/3 са загубили работата си 70% имат загинал близък обаче - близо 100% вярват на Зеленски. Какво да се чуди човек - те ако не бяха толкова безмозъчни нямаше да позволят да ги използват за пушечно месо най-малкото. Въпросът е ние какви ще се окажем скоро - същите като тях? Или? ,True
Как го проведохте това проучване? Много любопитно. Те като гледат безкрайните полета с погинали укробандери дали им действа окуражително как мислите? ,True
Поредната пропагандна лъжа! Наистина има много фанатични фашисти и наркомани в Украйна даже президентът им Зеленски е такъв но никъде по света няма народ с 97% наркомани. ,True
Вярвайте си масово се предават укронацистите ,True
Очаквах мощна дезинформация в рая на седмицата и тя почна ,True
Хитлер до последно е повтарял на фелтмаршалите си че победата е тяхна! После си е пръснал мозъка. ,True
Че те останаха ли украинци? ,True
97% от укропите вярват в победата защото са зомбирани бендеровци. ,True
да де ама само от заглавието се потвърждава вече утвърдената теза че укрите са aбдaлитe на света...а нищо чудно и в цялата галактика...Продадоха се за долари. За тях важи това което проф.Иво Христов бе казал преди 2 години за българите. Ама както се вижда при укрите процентът гони стоте ,True
Хахахахахаха. Руснаците са изстреляли или по-точно са се опитали да изстрелят междуконтинентална ракета Сармат по време на посещението на Байдън в Киев. Засега не се съобщават подробности но това обяснява защо Путин гледаше катоНасран по време на речта му на следващия ден. Какви ли мисли са му минавали през главата - дали проваления тест е саботаж или най-обикновенно алкашкоБезхаберие? ,False
Защото проучването е в Киев по кафетата. Нека идат на първа линия инда видят какво се случва и колко още ще издържат ,True
Когато САЩ са ти господарите ако ти кажат ще повярваш и че земята е плоска. ,True
Не е вярно. 106% смятат че ще победят Русия. Но от друга страна пък само 104% от интервюираните са наясно какво точно означава това. ,True
Крмтрейлите са вредни за родното русофилство. Пораженията са видими. ,False
До Войко  Ленин им дава половина от тая територия. После като са СССР Сталин ги обединява с казаци татари Бесарабия и др. републики та се расширяват. ,True
Пирова победа отнети територии избити хора прекършени милиони съдби унищожена инфраструктура за какво им трябваше всичкото това? И кога ли ще победят? И дали ще? ,True
Затуй ли бягат на Запад.щото ще победят.ама ме поръчкови статий пишете.споко Бидона ви начерта картата.да трепят българите а те да гледат сиираще хленчите ама ще бъде късно тикви празни дето по тежко от хард диск не сте държали ,True
Нереално е толкова много украинци да са едновременно в делириум. ,True
И аз вярвам в извънземни ама никой не ги е виждал ... ,True
Затова ли направиха 3 опита за атентат на Зеленски щото му вярват  украинците ,True
Все едно Евростат да пита Харесвате ли Европейския съюз? ,True
Аз  вярвам  че по скоро ще получа от   умрял писмо  отколкото Украйна  да победи. ,True
Отрезвяването им ще е шоково. ,True
Ще воюваме до последния украинец! хи хи хи ,True
Саксоните от векове вярват че славяните са роби. Ама не знам. ,True
Браво нека вярват ще си отидат вярващи. Пууу и Украинците... ,True
ако 70% от хората са загубили някой близък при 40млн. население то това са стряскащи загуби... и ако имаш подобни загуби как може 97% от хората да вярват в победата...тези съвсем изтрещаха с тази дива пропаганда ,True
Историческа истина е че Украйна никога не е била държава със собствена армия. ,True
Абе много беха там - 40 милиона сега ги разреждат. Нека верват. ,True
Първо ще им повредят мостовете по Днепър. После ще ударят по градовете в тила на фронта. После ше удоят и бомбят по фронтовите позиции всичко седмица. После отново същото. После ще стигнат до Днепър. После ще има мир. ,True
Как беше? Не вярват ли че ги чакат 77 девици? ,True
Пълна лъжа. Кого са питали - бежанците или войниците на фронта дето капят като круши? Или бабите? ,True
70% са загубили близък човек а 90% вярват на данните на Зеленски!?!? Нещо не се връзват нещата. Май е време да започнат да им казват истината на хората (и на нас също). ,True
Проучването е проведено през февруари сред случайна извадка от над 1600 украинци живеещи в различни региони на страната с изключение на териториите окупирани от Русия и анексирания полуостров Крим.  Ха ха добро попадение наистина е случайна извадка :) ,True
Нищо не става от украинското племе. Ако ставаше  нямаше да търпят зелята и тъпчещия ги американски ботуш ! ,True
В ада да се пържат американците и корпорациите които доведоха до този конфликт.Бездушници с пари. ,True
Херсон е руски град построен от руския цар. За какво претендират. Пришълци от Полша и Германия и сега Русия им е длъжна. ,True
Е кой па иска да живеее в руския свят.Те украинците да не са глупави та да искат руснаците.За какво да подръжават на руснаците.От руснак само едно пиене и това е .Некъдърна нация. ,False
Умира и последния украинец за свободата на УСА. ,True
От белото е. Не им ли свършиха запасите или идват с камионите от Полша? ,True
Продължавам да се чудякакви хора са украинците ???Ще умират за американска каузаи няма да искат преговори за миртолкова ли са облъчени? ,True
Вярватзащото още не са видели вагоните с изгнили трупове на украински децапратени да умират за оня побъркания зеленски. ,True
Анкетата не е от Бахмут или? ,True
Вероятността това твърдение да е близко до истината е 0.000000001% ,True
Надеждата умира последна.. Украинците знаят много добре че ще загубят но какво друго да кажат завалиите. ,True
Тея ги ловят кат мишки по улиците да вярват ,True
Не промити мозъци а без мозък. Или от алкохола или по рождение. ,True
И 2014 г. така се биеха по площадите  а после загубиха Крим. ,True
Назрява времето за трибунал. Цялата па с мина трябва да си понесе отговорността за военни престъпления и корупция. Въобще какъв из верг трябва да си да принесеш в жертва собствения си народ!? Всеки ден от сумати време насам едно 500 укропитека се чекират при Св. Петър всеки ден! ,True
До Анонимен От тех по тьпи нема.  -  Има има- братята македонци и техния бог македон  говорещ им от телевизора! ,True
промити мозъциот простотията им започна тази война ,True
Всеки украинец който мисли друго бива мобилизиран и изпратен на фронта да преосмисли позицията си  в оставащото му кратко време животец. ,True
След ядрен удар ще са неуверени вече. ,True
ако спрат доставките на оръжиятия фашизирани друсалки ще приключат точно за една седмица ,True
Мда Украйна ще стане парк-резерват. ,True
Вие току що нали знаете какво признахте? Че жертвите на Украйна са колосални. Щом 70% при анкетираните и с населени в момента от около 25-30 милиона са загубили някой познат може да си направите сметка за какво става на въпрос. ,True
хохълите не са от най-умнитебъркат и то яко.Скоро ще им трябва много вазелин ,True
Аааахахахаххх... +===))) надминават подкрепата към Ким Чен Ун.... ,True
Toва пак по данни от Вашингтон или социологическо запитване в Полша? ,True
Онези където са по хотелите ли? ,True
До Тттт - а така! Значи - Путин зи засели Крим с вежливи зелени човечета направи си после референдум създаде си после ЧВК Вагнер и анексира в разрез с всички международни норми Крим защото не можел да оперира в Черно море?! И това ти е обяснението? Гениално! Русия имо още доста точки по акваторията но.. Имперска Русия иска Крим. А и Газпром - заради газовите залежи в акваторията. Не измисления референдум на Путин. Но ти благодаря за обяснението - гледната точка на Москва! ,True
До Лаврентий Берия - Айде стига с обидите като нямаш факти веднага обиди. 2014 ами до тая година Путин на колко форуми говори говори ама няма кой да слуша. Ами като не чуват той действа. Не съм путинофил и ненавиждам войните но тая е предизвикана. Не е толкова трудно да си обективен ама по-лесно е да лаеш и да обиждаш. ,True
До Анонимен 222 - забрави! Русия първа наруши ВСИЧКИ международни норми като анексира Крим! По модела вежливи зелени човечета отработен вече в много бивши републики. Да припомня Абхазия Грузия. Русия е Агресор! Дори и чисто времево - Русия гарантира целостта на Украйна 1994 година. И 2014 - само 20 години по късно откъсна Крим. Руския империализъм не можеш да оправдаеш колкото и да виете газиците вие путинофилите. ,False
Хибридната Днес пак заема пропагандно рашистка поза. Внимавай драги читателю! ,False
До Лаврентий Берия - По същия начин Русия усеща минските споразумения страхотна гаранция! Не става като не спазваш едни споразумения да искаш да спазват твоите. ,True
Меркел го каза ясно: Украйна не беше готова за война. Трябваше да подпишем Минските споразумения за да подготвим Украйна за война! ,True
Гледам някакво Tp0лчE се е активирало яко и пуска пост след пост с абсолютни лъжи. Време е днес-а да направи някакъв начин за удостоверяване на коментиращите за да се спре това Tp0лEHE с абсолютни лъжи и пропаганда на фашистка русия. ,False
За намеренията на Запада да унищожи Русия като държава и да я разчлени на една две дузини полуколониални територии чуваме не за първи път. Дори Соломон Паси навремето стана външен министър в правителството на Симеон Сакскобургготски след публикува визия за това на колко части трябва да бъде разделена Руската федерация. Това което досега никой не е чул е официално изявление от Запад за отсъствието на такива намерения. ,True
Искат да унищожат Русия защото тя продава военни технологии на Китай. А главната цел е да контролират Китай като Индия. Да бачкат и да правят айфони. ,False
Един немски сатерик си правеше майтап че арабите са имали лошият късмет да населяват земи в недрата на които са находищата на англосаксонския петрол и газ. Изглежда че англосаксите считат че и руснаците са се заселили върху полезни изкопаеми които са англосаксонски и понеже не искат да им ги върнат доброволно се налага да си ги отвоюват със сила както беше в Ирак Либия и Сирия. ,True
САЩ СЕ ЧУДИ КАК  ДА ВЪВЛЕЧЕ НАТО ВЪВ ВОЙНАТА И МОЖЕ ДА ПРОВОКИРА  УЖ НАПАДЕНИЕ НА РУСИЯ СПРЯМО СТРАНА - ЧЛЕН НА НАТО В ЕВРОПА ЗА ДА ЗАДЕЙСТВА ЧЛ. 5. ВНИМАВАЙТЕ  МНОГО!!! ЧЕ МОЖЕ ДА Е ТУК ИЛИ В ПОЛША. ,True
Youtub:Каналът на Артемий Лебедев беше блокиран заради проруски настроения.Благодарение на отрядите на САСа ОСПА каналът на шизофреничния русофоб Камикадзе Дикойто изповядва радикална антируска позиция и е екстремист е окончателно блокиран.Премиерът на Испания Педро Санчес пристигна в Киев.Според съобщения в медиите той трябва да посети Ирпин и Бучакакто и да се срещне със Зеленски. Продължава поклонението до местата на сценични и военни престъпления на киевския режим.И тези същества постоянно се опитват да обвържат символизма с действията на руските власти. ,True
Нагли по-нагли най-нагли - рашисти! Тази информация в стил пропаганда от Лента.ру ли ни поднасяте товарищи от днес.бг? Русия нападна Украйна...и не от 2022г а от 2014 и продължи...НО пак другите са виновни. Пак колективния запад пак Украйна пак САЩ...А сега и Германия с Леопардите.  Жалки смешници. ,True
не знае каква е целта на Путин там и никой не казва какво аджеба се стреми да постигне. Мисля че и самия Путин забрави за кво е влязъл ,True
Опитва се Западът но удари на камък с укрите :))) ,False
Намя по-нагла *** от руснаците! ,True
Тия вече не знаят какво да лъжат.1во беше - Защита на Донбас и Луганс2ро беше - Искане Украйна да не влиза в НАТО( Тогава казаха че не искат да окупират Украйна3то беше - Бори се с фашистите4то беше - Искат да си върнат Украйна която я смятат за своят територия5то беше - Запада ги нападаДа измислят една лъжа и да се придържат към нея... ,True
ИЛИ СКАЧАТ ОТ ШЕСТИЯ ЕТАЖ ИЛИ ТРЪГВАТ ДАСЕ САМООУБЕВАТ ИЛИ ДА УББИВАТ И ЗАВЗЕМАТ ЧУЖДИ ТЕРИТОРИИ? ,True
Украинците и руснаците не са никакви братски народи. Терминът братски народ е болшевишка измишльотина която е създадена да обслужва панславизма тоест асимилацията на източноевропейските народи под руско робство. ,True
Рашките искат да върнат величието на СССР само дето забравиха да ни попитат дали искаме отново да живем в лагери и див комунизъм Пазите трупа на Ленин да ви напомня величието на СССР но той е мъртвец който не може да бъде съживен Остаряла  несъстоятелна и варварска  идеология Руски мир  в 21 век няма как да бъде приета ,True
Как може страната с най-големия ядрен арсенал на света да се чувства заплашена военно.Кой е достатъчно луд да напада тази страна ако някой я нападне КРАЙ НА ЧОВЕШКАТА РАСА. ,True
Путин знае че ако отстъпи ще последва Кадафи затова ще бъде много по-лош отколкото си мислите. ,True
Русия е крайни време да ги подпука с ядрени ракети но освен по тъпата Украйна трябва директно да стреля по Берлин Париж Лондон и Вашингтон защото там е коренът на Злото наречено Запад! ,False
На Раша винаги Запада е виновен след което следва памагите няма какво да ядем. ,True
има коварни и могъщи врагове които искат да превземат земята ниУмрял някой за вашата земя! Като е толкова ценна защо не си седите в нея и да се развивате ами все гледате да нападате и да се разширявате? Такива демагози като вас руснаците няма. Убивате и се обявявате за жертви. И когато хората искат да се защитят от вас пискате до небесата за русофобия. Ами то какво тогава е русофилията- да ви позволяват да безчинставете и грабите колкото си искате? ,True
--залък за Щатите !Ей барамбул ! Забрави ли как Рейгън ви свали панталонките и как се  кълняхте че за комунизъм повече няма да се сетите !  Сега реванш търсите империя от бивши соц държави ще правите стари границ и ще връзвате  Африка ще делите ! Я  по-добре се вижте че сте по *** бе ! ,True
Това вече минава всякакви граници на наглост. Изпросихте си го .Преди до анексирате Крим  всичко беше мирно и тихо. НАТО не настъпваше до вашите граници.  Света ви уважаваше като добри партньори. Членувахте в всички международни организации. Печелехте по 1 милиард на ден от продажба на природни богатства. Но Путин плю на всичкото  и реши да покаже мускули с война. Най лошия възможен вариант. Сега не ревете.Съсипахте всичко. ,True
До 93: Така ни унищожиха САЩ  че по последно проучване  България никога не е била по- добре от 300 години водене на финансови архиви. Лятно време границите не могат да поемат трафика от бедни българи към курортите във всички посоки на Европа.Масово се пръкнаха болести от преяждане и презадоволяване с храни и напитки. Всяко семейство е с минимум 2 автомобила. Да говорим само за големите градове  но тенденцията е младите хора все повече да се насочват и към малките населени места. ,True
Знаят че запада ще ги смаже ако нападнат украйна -нападнаха я ! Знаят че вече са пред колабс отново ги предупреждават  да не мислят за какъвто и да е атом примерно тактически -- те са тръгнали да плашат всеки ден !Не знам какво имат генералите от пентагона на ум но ги предупредиха че ще им се случи нешо ужасно ако се опитат със тактически или др. ядрени удар ! ТОЯ па изобщо не мога да го разбера  но пак се подразбира завоелирана заплаха вие така ама  и ние така ! ,True
Приказките са на Жириновски който се гътна миналата година. ,True
Аз едно не разбирам защо не треснаха една атомна бомба някъде насред полето ей така за демонстрация. Западът не може да отвърне защото това няма да е директен удар срещу тях. Прав е къдиров да критикува путин затова че не използва атома. ,False
Да уточним...германските танкове убиват Окупатори...руснаци...няма я Великата Отечествена...има Окупаторска война...стига надъхвайте бараните... ,True
Ами нормално е - така стана с Германия след ВСВ така ще стане и със Сатрапия. ,True
Една атомна бомба и войната ще приключи гарантирано. ,False
С тези приказки настроиват собственото си население че нищо няма да е като преди. Доброто старо време го няма. Или Русия губи войната и бива унищожена или   отивайте на фронта. ,True
Нали ви казвам. Всичко изприказвано върви в една посока: или ни оставяте Украйна или ще я разрушим до основи дори с атомно оръжие. ,True
Ех тоя гнил запад не остави руснака да бомби на спокойствие! ,True
русия и руснаците ги гонят 2 комплекса: Единия че живеят по-зле от европейците втория че са велики и изключителни. Вярно е че винаги са живели по-зле от европейците били са крепостни роби после закрепостени колхозници а от 20 години ги путинизират. Тези 2 комплекса се подхранват с: 1. омраза към по-добре живеещите 2. агресия към съседните държави с цел асимилация заграбване на територии и ресурси 3. страх че вечно някой ще ги нападне... И така от векове. ,True
Ама или започнала война другарю? Аз само знам че вие имате някаква операция? И тя разчленява Украйна а не Русия? ,True
Ватняка е загубил войната но още се репчи ,True
Тоя не знам на какво е но е нещо много силно. Азгубил е всякаква вр ъзка с реалността. ,True
Германски танкове отново убиват руснаци?!? Че те и руски АК убиват руснаци но мълчиш за това нали? И карай варварите от там плати репарации и няма да убиват руснаци но Путин е жаден за земя и богатства ,True
тази седмица е заради новата мобилизация която кървавото джyдже в Кремъл ще обяви тия дни..... ,True
И тоя ли ще плаши с кинжали и сармати :) ,True
ми рашистан започна с чечня! после беше грузия после беше молдова после беларус и украйна! така постъват империите на злото от старите времена! единственото ти спасение е да си или в ЕС или в НАТО! Така че нищо чудно това да си е истина! ,True
Дано се обединят . Германците ще спят пред руското посолство за визи ,False
Русия не е нападала украйна тя води военна операция в украйнините на Русия - кое е чудното кое е странното в случая ? До момента тези украйнини се ръководеха от поставеното зелено продажно нашмъркато човече от мумията в сащ. Русия брани своите територии хич не е трудно за разбиране. А приказките суверенна държава Украйна и т.н. на фундърлойняната рошавия оня с бабичката мумията от сащ си ги заврете знаете къде. Абе има ли газ ? ,False
Няма причина Русия да планира поглъщането на Белорусия. Те двете и така са една обща съюзна държава. ,True
Толкова е таенче европейските медии са го разбрали.Или по-скоро измислили.На това не му ли се вика интригантска работа? ,True
А явният план беше да направят преврат срещу Лукашенко на предишните президентски избори. Кампаниите на поне двама от кандидатите както и протестите бяха организирани и финансирани отвън.Майдан по украински сценарий. Освен това ако докладът е таен днесбг откъде знаят? ,True
В последните дни 40% от новите случаи са в София. Това е признак за начало на нова вълна ,False
Незабавно КПП-та навсякъде глоба 5000 лв за разходка в парка премахнете пейките маски навсякъде дори докато се къпем и спим че иначе яко ще се мре. ,True
За тези ценности ли се биете срещу Русия ? ,True
> Близо 20 на сто от пълнолетните представители на поколението Z родени между 1997 и 2004 г. се идентифицират като ЛГБТ.Това е защото малко бой са яли :) ,True
Е какво да очакваме в странасъздадена от измета на европа. ,True
още миналия век това е политика на управляващи фракции целта е да се намали населението на земята ,True
Боже те затова ДБ имат точно толкова процента и в България на изборите ,True
А правиха ли интервю колко се самоопределят като марсианци или джадаи? Резултатите ще са фрапиращи ,True
Всички който познавам от другия бряг са ярки почитатели на ДъБъ ,True
Много е модерно. Статистиката е че 1/5 от тийнейджърите се определят като LGBT... но като стигнат 30-те остават 1-2%. Което ще рече че говорим за социално инженерство и промиване на мозъци. ,True
С България са по-малко но всичките са гласуващи за пп и дб. ,True
А колко ли са тези дето се самоопределят като наркомани ?  Дали вече минаха 65% ? ,True
Мммммммм.....малко е. Като станат 72% ще постигнат евроатлантизъма... ,True
ПАРАДОКС...Обратните не могат да се размножават но стават все повече! ,True
Във Швеция например ако се ожениш за мъж може да се пенсионираш по рано и имаш доста облекчения от данъци.Заради това и нормални мъже се женят помежду си заради тея придобивки.Обаче ги следят дали наистина са двойка и ако се окаже че не са придобивките отпадат. ,True
И за капак президента им е педофил. ,True
До Анонимен Когато преместят запетайката и станат 72% тогава Америка наистина ще стане great again. Натам са тръгнали ----- това няма как да се случи понеже новите дохтори и енженери не се поддават толкова лесно на пееераааската пропаганда като белите разглезени чаааветта. Докато тия се чудят коя дупка за какво е новодошлите се роят като леебарки и само след някоя друга година % на пееерасите резко ще намелее заедно с % на белите. ,True
Забележете че от новото поколение Зет джендерите са вече  над 20 процента.Тоест колото пада възраст толкова повече полово неутрални има.Засега в България е по спокойно от към проценти но не се знае докога ще е така. ,True
Не одобрявам толериране и гласност на това ...Не желая да ги виждам и чувам за тях ! Ние сме създадени мъж и жена това е за да се размножаваме  ... Всичко останало на което давате гласност е заболяване което вие толерирате..... ,True
Радвайте се още на ФАЩ укропсихопати хахахаххахахах. Децата ви ще бъдат ей такива няма да ги предпазите! ,True
Много джендермного нещо.Веднъж бях в Амстердам и по едно време на улицата започнаха да прииждат разни нежни мъже със шарени знамена.Докато се усетя попаднах в огромно джендер шествиеникога не съм виждал толкова много народ.Имах чувството че целият град е там. ,True
Укролюбците в 100% от времето реват че в Русия всички били яко репресирани а сега ИЗВЕДНЪЖ и АВТОМАГИЧЕСКИ в Русия било МЕКАТА на ЛГБТ хората. Какво да кажа просто освен че промитите мозъци са наистина ПРОМИТИ майна. ,True
Прочетете хубаво подзаглавието ! И ви става ясно какво бъдеще идва ! Към Укро феновете. За тези ценности ли воювате срещу Русия ? ,True
Като пишете за ЛГБТзащо никога не споменавате град Санкт Петербург? Меката на меките. ,False
Цифрата е фрапираща да но мисля че е по голяма.А за това че в Европа са повече е вярно.Наистина нарастват с бързи темпове нещо като епидемия е.Имат си знаме имат си мощна организация и се вливат все нови и нови хора решили да минат на другия бряг. ,True
скоро ще го направят задължително да си обратен. ,True
ХИВ позитивните в Русия са колкото в Нигерия страна с 215  млн. население! Русия е в първата петица в света след ЮАР и Мозамбик заедно с Нигерия Танзания Замбия и Уганда! В Русия социологическо проучване от този тип никога няма да направят ще минат процента на САЩ поне два пъти! Това е руското християнско семейство и ценности! ,False
Майко мила смятай това са поне 30 милиона джендери в Америка това си е голяма цифра.Незнах че има толкова много ***.Из Европа са повече поне 30 процента вече са *** а в някой страни като Швеция и Финландия са повече.Имам една позната във Финландия вика вече е като джакпот от тотото да си намери жена нормален мъж. ,True
Пратете нормални мъже че ме е срам да се бия с тия ))) ,True
*** и манипулируем народ има колкото искаш. Човек овъртолил се в заеми само и само да са му модерни дрехите и телефона-иначе ще ми се смеят. С тоя пилешки мозък ще се обяви за всичко и ще стане всичко за да е тренди. Тююююю баси болния свят ,True
До Анонимен Първо се обявява за допустимо после за нормално накрая за модерно.... ------ абе я че си одим преди да са го направили задължително.. ,True
Дългогодишната реклама и пропаганда на извратенящини и психично увредени води до това... ,True
Ами не въобще няма пропаганда и тя не разяжда мозъците и душите на подрастващите!!!! Първо се обявява за допустимо после за нормално накрая за модерно.... ,True
Забравихте да благодарите на шорош за това постижение! ,True
98% от руските слуги са ЛГБТ. ,False
Това опровергава ЛГБТ опорките че хомосексуализмът е само вроден и процентът му е еднакъв във всички държави и епохи. Очевидно ЛГБТ пропагандата цели да обърне колкото се може повече деца докато ЛГБТ не станат мнозинство. ,True
