brand,model,year,price,fuelType,gearType,totalKm,HorsePowers,color,id
VW, Golf,2004,2788, Дизел, Ръчни скорости,294000,101,Черен металик,61e2fa787c01761fb105f6e2
Renault, Clio,2009,5996, Дизел, Ръчни скорости,200000,70,Червен металик,61cd854c6f530615811b5222
Jeep, Cherokee,2004,9200, Дизел, Автоматични скорости,240000,150,Сив,62f777bf11383832720755e2
Toyota, C-HR,2018,45000,, Автоматични скорости,51380,122,Тъмно сив,62f67a1684bdf7c6aa0da392
Audi, A4,2000,3300, Дизел, Ръчни скорости,220000,110,Сив,62f498a2814ebf285f02a0e2
BMW, 325,1989,25900, Бензин, Автоматични скорости,120000,170,Сив,61d9ea496c9305277331a562
Renault, Laguna,2010,8500, Дизел, Автоматични скорости,224000,150,Сив металик,62f0cf2e94d8c5049b0d42d2
Peugeot, 307,2006,5000, Бензин, Ръчни скорости,111111,140,Черен металик,61d2fc0c94a9ad74aa6b6332
Mercedes-Benz, E,2009,11800, Дизел, Автоматични скорости,240000,224,Тъмно сив металик,62924ad60a6a179f870c7225
BMW, 320,2010,9300, Дизел, Автоматични скорости,183500,177,Сив металик,62690118fc4498d3820652a3
Mercedes-Benz, E,2003,6990, Дизел, Автоматични скорости,215000,177,Сив металик,62129c29bd44011ec40348e4
Mercedes-Benz, E,2006,10000, Дизел, Ръчни скорости,240000,150,Бежов,62757f01dd154f9412063892
Kia, Ceed,2008,6200, Дизел, Ръчни скорости,193500,115,Тъмно сив металик,62bacc998ae00c60160309b5
Mercedes-Benz, S,2011,32500,, Автоматични скорости,202000,300,Черен металик,62b9690deda67bfd8e097e13
Mercedes-Benz, S,2001,6000, Дизел, Автоматични скорости,245000,197,Сив,62f697c14eaf39dac80e78b2
BMW, 530,2011,27000, Дизел, Автоматични скорости,290000,258,Черен металик,62b048afa99787d6d90fed22
BMW, X3,2008,15000, Дизел, Автоматични скорости,195100,218,Черен металик,6299bcb44c3eea1d00080bf3
Mercedes-Benz, C,2002,6000, Бензин, Ръчни скорости,145000,143,Сив металик,62a999374ec2e82632009ac2
Mercedes-Benz, E,2007,8500, Дизел, Автоматични скорости,207730,224,Черен металик,61d73d684811dd2a9a5b2072
VW, Golf,2011,9600, Бензин, Ръчни скорости,162000,86,Сив металик,626e199b83d2dca7e707b944
BMW, X1,2011,24500, Бензин, Автоматични скорости,201796,245,Черен металик,62f776f476b3f943cc022c76
BMW, X1,2011,24500, Бензин, Автоматични скорости,201796,245,Черен металик,62f776f476b3f943cc022c76
Mercedes-Benz, C,1994,3855, Дизел, Ръчни скорости,210000,90,Бял,62821bad4b69a494190e17a3
Mercedes-Benz, ML,2006,14400, Дизел, Автоматични скорости,203570,224,Сив металик,62b03bcf1246a90122005632
Ford, Fiesta,2012,8800, Бензин, Ръчни скорости,133000,60,Черен,62eca04af2e6365617031ea2
VW, Passat,2002,5255, Бензин, Ръчни скорости,250000,170,Черен,62e8d864211870063e02f7a2
VW, Touran,2005,6300, Дизел, Ръчни скорости,192000,90,Черен металик,62f776ee18843b1ae70c91e4
Volvo, S60,2002,5302, Бензин, Ръчни скорости,370001,170,Черен металик,617d42bce67b22087c444a73
Hyundai, Sonata,2003,3300, Газ/Бензин, Автоматични скорости,280000,170,Сив металик,62efb0436015f340d104f982
VW, Passat,2004,3900, Дизел, Ръчни скорости,226000,131,Сив,62f776eb2eed537ab90c74e3
Renault, Scenic,2012,7800, Дизел, Ръчни скорости,192000,110,Тъмно сив металик,611e318bb6f495030e7581a5
Mercedes-Benz, E,2003,4955, Дизел, Ръчни скорости,196000,2200,Тъмно сив,62da95f4ab7e68a22906cb72
Mercedes-Benz, CLK,2007,8200, Дизел, Автоматични скорости,215100,150,Сив металик,617b896c00bb7b2be77f3423
VW, Polo,2008,9999, Дизел, Ръчни скорости,200000,131,Бял металик,62f776e8e668d808dd0c0042
Mercedes-Benz, S,1995,7497, Дизел, Автоматични скорости,332000,150,Син металик,62f4e78160dbfb26990127f2
VW, Golf,1987,1999, Газ/Бензин, Автоматични скорости,230000,75,Червен,629d0dca07c3113c5c0b91c3
Seat, Altea,2008,7600, Газ/Бензин, Ръчни скорости,196000,102,Бял металик,627368b6b8dd1a401d08ae72
Toyota, Verso,2013,15000, Дизел, Ръчни скорости,154000,124,Перла металик,62862d20388bb696900f6ef2
VW, Passat,2006,6800, Дизел, Ръчни скорости,202000,140,Син металик,623ec601692f5425834e1f02
Mercedes-Benz, B,2008,8000, Дизел, Ръчни скорости,158000,140,Сив металик,6283522380e8c113660e6db4
VW, Golf,2008,6350, Дизел, Ръчни скорости,172000,105,Тъмно син металик,62ed1fd6d8bece6cda098cf2
Audi, A6,2008,10000, Дизел, Автоматични скорости,320000,233,Син,61af52fac650c9737c2a1462
BMW, 320,2011,9700, Дизел, Ръчни скорости,280000,163,Черен металик,62290dafa4b1641db545e8f2
BMW, 325,2009,12600, Бензин, Ръчни скорости,253421,218,Черен металик,627d04fb59d156d864035e12
Audi, A4,2007,9200, Дизел, Ръчни скорости,236000,140,Сив металик,62df9e257a61e9ff8d0dfb92
BMW, 525,2007,12500, Бензин, Ръчни скорости,182000,218,Тъмно сив металик,626e3e8ef03b15b9fb0560f3
Citroen, C-Crosser,2010,12880, Дизел, Ръчни скорости,139000,156,Черен металик,62f34ae8776bf4dbb80d6fc2
Mercedes-Benz, CLK,2003,6000, Дизел, Автоматични скорости,230000,170,Сив металик,617b8f6c9c78fd328c163902
Fiat, Doblo,2013,7999, Дизел, Ръчни скорости,169400,90,Бял,62b30d8669cecdaf630c5d42
Skoda, Fabia,2009,6200, Бензин, Ръчни скорости,115000,70,Тъмно сив,62dd2b87f53659e40c0db7c2
Audi, A3,2004,6000, Бензин, Автоматични скорости,180362,150,Тъмно сив металик,62a8c70c20bba4d13806c762
Peugeot, 308,2008,4700, Дизел, Ръчни скорости,180000,110,Сив металик,617119cf1f5f1706d85d2813
Opel, Insignia,2010,12900, Дизел, Ръчни скорости,144000,131,Сив металик,62f770a400e367130a0a5d12
Citroen, C1,2008,4900, Дизел, Ръчни скорости,240200,56,Тъмно сив,625fe340e04a8dc8950478e2
Mazda, 5,2006,5900, Дизел, Ръчни скорости,260600,110,Тъмно сив,62bc9c644b1f3e1e3601dbe4
BMW, 118,2007,7900, Дизел, Ръчни скорости,201150,122,Тъмно сив металик,623c0df48788343b3856be63
VW, Bora,1999,3050, Газ/Бензин, Ръчни скорости,215000,101,Червен,6297b63f2f783680220df2f5
Honda, Civic,2006,8500, Дизел, Ръчни скорости,163000,140,Черен металик,62f39363885438ef090a9ef4
BMW, 525,2011,22500, Дизел, Автоматични скорости,204000,204,Бял металик,62ecff030766a6e6ac0aa853
Mercedes-Benz, GLC,2017,57500, Дизел, Автоматични скорости,190000,170,Тъмно сив металик,628bc2fcc9d8d9fa28077b54
Audi, Q3,2012,28500, Дизел, Автоматични скорости,158000,177,Тъмно сив металик,627f81256fb7997c840b3ce4
Audi, Q7,2007,17900, Дизел, Автоматични скорости,227000,233,Хамелеон металик,62ea616a76a6c998e10c6e52
BMW, 640,2013,54500, Дизел, Автоматични скорости,159000,313,Сив металик,62907ed67e2a76356509a463
Audi, Q5,2013,45000, Дизел, Автоматични скорости,125000,245,Черен металик,6153432b08c96335cc5c2ca4
Mercedes-Benz, G,2017,220000, Бензин, Автоматични скорости,43000,571,Сив,6134b9ced710155033001ae3
Jeep, Wrangler,2014,46000, Бензин, Автоматични скорости,117000,290,Тъмно сив металик,62384c72a1e6843d5c129284
Jeep, Cherokee,2017,33500, Дизел, Автоматични скорости,183000,2000,Черен металик,62ebaded8d8a7397be051ae4
Dodge, RAM,2019,110000, Бензин, Автоматични скорости,46000,420,Червен металик,62177d140d114d07ba386a13
Audi, A5,2010,19000, Дизел, Автоматични скорости,205000,239,Черен,62d82ccd95038f41800d7554
Audi, SQ5,2014,45900, Бензин, Автоматични скорости,169000,354,Син металик,62bab99aa4700ca13f0e1263
BMW, 640,2018,67900, Бензин, Автоматични скорости,142000,326,Тъмно син металик,62e51487871cc266c0069025
Audi, A3,2004,2800, Дизел, Ръчни скорости,1500054,140,Черен,62f603dfaf9ab3e54507c773
Peugeot, 208,2022,63000,, Автоматични скорости,3460,136,Сив металик,62df95bcae6878cba40a12e5
VW, Golf,2015,18888, Дизел, Ръчни скорости,134800,105,Черен металик,62ed013ec55b8eb5e004e0e2
Mitsubishi, Space,2000,1950, Газ/Бензин, Ръчни скорости,240000,83,Сив,62efe8ccd20bcaccd80b38c4
Hyundai, ix20,2013,10699, Газ/Бензин, Ръчни скорости,91356,82,Сив металик,61dde5d60fbf1e18a6387e23
Moskvich, 2140,1995,1499, Бензин, Ръчни скорости,30000,75,Бежов,62d987dea759b3533e026123
VW, Touran,2002,5000, Дизел, Ръчни скорости,250000,101,Сив,62ef47321657a775eb014223
Nissan, Primera,2003,3700, Газ/Бензин, Ръчни скорости,250000,115,Сив,62e696247eec2ac17e07c852
Peugeot, 407,2006,4300, Дизел, Ръчни скорости,260000,136,Син металик,62f7902f6c5baaa6a5026a03
Renault, Megane,2003,2000, Бензин, Ръчни скорости,205000,108,Сив металик,62d444af8def58c0d3020c42
VW, Golf,2006,7500, Газ/Бензин, Ръчни скорости,189000,150,Черен металик,62d95d4b3d878a67cb0516b2
Nissan, Terrano,2003,11200, Дизел, Ръчни скорости,240000,154,Сив,62dbf87ed34a528682098d53
Daihatsu, Sirion,2006,4890, Бензин, Ръчни скорости,115000,90,Червен металик,62f65e9730904d252d0d2585
VW, Golf,1999,2500, Дизел, Ръчни скорости,123,90,Зелен металик,62f78ff05691c82aa5017352
Opel, Omega,2000,4700, Газ/Бензин, Ръчни скорости,200000,211,Сив,62f78f94dc426ce5600742d6
Nissan, Micra,2011,8400, Газ/Бензин, Ръчни скорости,136800,75,Тъмно син металик,62e0e4c9d859ef71d30d6742
VW, Passat,2005,5000, Дизел, Ръчни скорости,193,101,Син металик,62e560dc6207afed0a082853
Hyundai, Galloper,2001,8800, Дизел, Ръчни скорости,190927,100,Зелен,62c035dab87ac4824104dbb3
BMW, X5,2006,10000, Дизел, Автоматични скорости,210000,218,Сребърен,62f78f11b9b825353908dae5
Mazda, 3,2005,1850, Дизел, Ръчни скорости,220000,109,Син металик,62f78f07bb7714b8610d3e84
BMW, 525,2008,12900, Дизел, Ръчни скорости,306060,197,Черен металик,61e856b5eb0d0f24dd321d62
Mercedes-Benz, E,2008,10999, Бензин, Автоматични скорости,185000,184,Черен металик,621b9d3ece8bff7a4c74e742
Lada, 21093,1994,7000, Бензин, Ръчни скорости,6000,75,Сив,612111ab0f8f8465c8169512
Skoda, Fabia,2006,5300, Дизел, Ръчни скорости,340000,101,Син,62864b9bbd898afefc074244
BMW, 523,2005,7500, Бензин, Ръчни скорости,224157,177,Сив,62f78e663186902e0004c0b2
BMW, 320,2015,28800, Дизел, Автоматични скорости,216000,190,Черен металик,62d6950f21c226035f0b3d02
Audi, A5,2012,17999, Бензин, Ръчни скорости,202000,211,Син металик,61c1cd4a2b70542b27425294
BMW, 330,2010,20000, Дизел, Автоматични скорости,270000,245,Черен,62c6d4308d19436e57025877
VW, Golf,2000,3333, Газ/Бензин, Ръчни скорости,212000,125,Син,6283c50d68614e2e16079bd2
VW, Passat,1998,1800, Дизел, Ръчни скорости,250000,110,Черен,62f78eb1f3349d9ed10a5277
Opel, Zafira,2004,2500, Дизел, Ръчни скорости,283345,101,Черен,62f78eae9e528f5d200a1192
Seat, Leon,2001,2888, Бензин, Ръчни скорости,200000,180,Черен металик,628a0339c727e1a1550104b2
Audi, A4,2008,7000, Дизел, Ръчни скорости,320000,180,Черен,62e914db5bf0fbe7f40af962
Mitsubishi, Outlander,2009,9339, Дизел, Ръчни скорости,266563,140,Хамелеон металик,61ebeed4fc431835ed36f992
BMW, 530,2005,10000, Дизел, Ръчни скорости,220749,220,Черен,629628cf01d7a5bed001c913
Audi, A4,1997,2400, Дизел, Ръчни скорости,290000,110,Сив металик,62f78e5c1f3b7db9f30b6334
Toyota, Avensis,2004,4600, Дизел, Ръчни скорости,215260,116,Бял,62f78e53be0325bc230f31f3
Lada, Niva,1992,5000, Газ/Бензин, Ръчни скорости,58000,87,Червен,62c4910eadb0868345009652
Mazda, 3,2007,5000, Бензин, Ръчни скорости,170000,105,Черен металик,62d080c7fd471a1f97086d32
Audi, A4,2011,19900, Дизел, Автоматични скорости,200000,240,Тъмно сив,60a50e6fc513f67c2d33d6f2
Honda, Civic,2009,10500, Бензин, Ръчни скорости,196000,99,Черен металик,6275174ce00378e8dc061e72
BMW, 530,2004,8200, Дизел, Ръчни скорости,222222,218,Светло сив,62acc34f685d396efa081262
Pontiac, Solstice,2006,16500, Бензин, Ръчни скорости,59000,180,Сив металик,628fcd660135785256051333
VW, Touran,2006,5700, Дизел, Ръчни скорости,191000,105,Черен металик,62f27b059bc6f002290e12b2
Mercedes-Benz, E,2012,21900, Дизел, Автоматични скорости,248000,204,Сив металик,62f10a610dc348ac1f0acbf2
Citroen, Berlingo,2012,10800, Дизел, Ръчни скорости,275000,92,Бял,62f78de617e9870d290ee9e2
Mercedes-Benz, E,2004,6700, Дизел, Автоматични скорости,232000,177,Сребърен металик,62c071a4f10897b53f0d7d72
Hyundai, Santa,2005,6000, Дизел, Ръчни скорости,300000,125,Сив,613f6502b8e757772c5762a2
Suzuki, Swift,2007,6800, Бензин, Ръчни скорости,181286,92,Черен металик,61dc269bca88d64747370364
Mercedes-Benz, C,2006,6900, Дизел, Ръчни скорости,159000,150,Сребърен металик,62ea620218c94fc5bb02f742
BMW, X4,2015,44300, Дизел, Автоматични скорости,223000,190,Бял,62d6e1781c3d5b19ee050fb2
Audi, A6,2007,8800, Дизел, Автоматични скорости,250000,232,Черен металик,6216a662c553f55442285c42
Ford, Fusion,2006,4600, Дизел, Ръчни скорости,208153,90,Светло сив металик,62c8e9b7e5c7c5ab7f0e4952
BMW, 520,2007,9300, Дизел, Ръчни скорости,204000,163,Черен металик,62e551e2c10b37a57e0c5a12
Ford, Kuga,2015,23000, Бензин, Ръчни скорости,123000,150,Бял,6192a491cb14d14b494346d3
Ford, S-Max,2009,7900, Дизел, Ръчни скорости,182000,140,Сив металик,62dd6990d28e1713820e66e2
Audi, A3,2005,7300, Дизел, Ръчни скорости,173000,105,Светло син металик,62e550b673cb4ede910ae092
BMW, 530,2011,24300, Дизел, Автоматични скорости,280000,245,Сребърен металик,618a6c654993c240164f0202
Peugeot, 307,2005,4500, Дизел, Ръчни скорости,132817,90,Бордо металик,62d906c3e9c0ee9cb007c112
VW, Touareg,2006,8300, Дизел, Ръчни скорости,189000,174,Черен металик,62dc20f028a3641775012383
Mercedes-Benz, B,2007,6700, Дизел, Ръчни скорости,211000,140,Сив металик,62b1edf363eebe001a096832
Toyota, Avensis,2004,7200, Дизел, Ръчни скорости,240000,116,Сив металик,62f78d71f3349d9ed10a5276
Opel, Monterey,1996,6000, Дизел, Ръчни скорости,12345679,115,Златен,62e2c8b0e33e2621a6050022
Mazda, 6,2008,3850, Дизел, Ръчни скорости,182783,121,Тъмно син металик,62d1ba3ec6b7c6e5be05a962
Renault, Megane,2006,3599, Дизел, Ръчни скорости,194193,105,Тъмно сив металик,62619e6a97c827d9ab0ba663
Mercedes-Benz, C,2003,4200, Дизел, Ръчни скорости,435000,150,Черен,62f78d32cfe4d599e6050473
Toyota, RAV,2007,10900, Дизел, Ръчни скорости,199000,136,Сребърен металик,62aa1367347e2de759024d42
Kia, Sportage,2008,8300, Дизел, Ръчни скорости,240000,140,Черен металик,62753f1bf0c2a91fe10db712
Kia, Ceed,2010,7999, Бензин, Ръчни скорости,180216,90,Тъмно сив металик,62e2db78b0bd68d31a0caf82
Citroen, C3,2013,11700, Бензин, Ръчни скорости,113540,75,Кафяв,62f424f80c93c3e0f30c3565
Renault, Scenic,2012,7900, Дизел, Ръчни скорости,188000,110,Бежов металик,62e7ddbe22fc8071ec0169e2
Kia, Ceed,2011,8300, Дизел, Ръчни скорости,152000,90,Син,62ab56bcc2f07ba1670e1cb2
Skoda, Roomster,2008,7700, Дизел, Ръчни скорости,197000,105,Зелен металик,62cabdc79a5d044588066c13
Ford, Maverick,1995,6500, Бензин, Ръчни скорости,193000,115,Бордо,62f78c740131823be6051814
Audi, A3,2006,7899, Дизел, Ръчни скорости,173500,170,Тъмно син,625901ac9731105c59074f92
Ssangyong, Kyron,2008,7300, Дизел, Ръчни скорости,199000,140,Син металик,62b33937cb4d744377053292
Subaru, Legacy,2009,6700, Бензин, Ръчни скорости,180000,150,Сив металик,617aa161e7461e14ed4cdf62
VW, Polo,2005,5300, Бензин, Автоматични скорости,195000,75,Черен металик,62b5e482bd60178ab2012a74
Renault, Kangoo,2008,5300, Дизел, Ръчни скорости,219000,75,Сребърен металик,62e935c1c903b9fb770248b2
Opel, Corsa,2011,6300, Дизел, Ръчни скорости,172000,75,Светло син металик,62f516aa191b58d58105db42
Renault, Modus,2006,3700, Дизел, Ръчни скорости,212000,85,Сив металик,62cc4f02181a1533980152a2
Opel, Astra,2011,9199, Дизел, Ръчни скорости,192455,125,Черен металик,62e18dfb7fb69fd5bd017f92
Fiat, Punto,2006,3300, Бензин, Ръчни скорости,160000,70,Син металик,62793d2a7f6ece848c0427e2
VW, Golf,2010,18900, Дизел, Ръчни скорости,236000,170,Черен металик,62b051cf6cfcbcb4a90d2b12
Renault, Scenic,2005,3900, Дизел, Ръчни скорости,200,120,Светло сив,62ac5cf0177db46f4d08b4d3
Opel, Astra,2006,4999, Дизел, Ръчни скорости,176230,101,Светло сив,62e3cdd975b647bb740de542
Nissan, Micra,2009,5000, Бензин, Ръчни скорости,183000,88,Светло сив,61f8078b2615e170bb3d62a2
Opel, Zafira,2008,6600, Дизел, Ръчни скорости,173240,120,Светло син,62d811964c11524cfe0f3872
Opel, Meriva,2005,4399, Дизел, Ръчни скорости,153320,101,Светло син,62c84d6fadbaef968804eb42
Opel, Meriva,2009,5299, Бензин, Ръчни скорости,140460,90,Черен,62ac5e28a8181526be09ba25
Opel, Corsa,2003,4800, Бензин, Автоматични скорости,149520,75,Светло сив,62d15e1cac75b19649092084
Opel, Astra,2009,3999, Дизел, Ръчни скорости,207000,101,Черен металик,61eaf519d8426d216634f462
Daihatsu, Terios,2007,6666, Газ/Бензин, Ръчни скорости,200000,105,Светло син,62290753bf88357c1669df33
Audi, A6,2007,8400, Дизел, Автоматични скорости,300000,233,Тъмно син металик,624be7ae84b62743f2099eb2
Audi, A3,2004,4300, Дизел, Ръчни скорости,230000,140,Сив,625af8293bac5818d009ac62
Jeep, Grand,2000,13999, Газ/Бензин, Автоматични скорости,191990,223,Черен,625c4a4773615effae0bf192
Jaguar, S,2003,8000, Газ/Бензин, Автоматични скорости,213000,400,Черен металик,5e88a12da625555f014b3223
VW, Bora,2002,4999, Дизел, Ръчни скорости,300000,101,Син,62ee5788d4c1713c1c070d64
VW, Bora,2002,4999, Дизел, Ръчни скорости,300000,101,Син,62ee5788d4c1713c1c070d64
BMW, 320,2006,8700, Дизел, Ръчни скорости,256000,163,Тъмно син металик,62f79f85179f23c50e0691b2
Seat, Alhambra,2007,8333, Дизел, Ръчни скорости,188000,116,Сребърен металик,62f79f6d886a1736d20d8922
Mitsubishi, Grandis,2006,6150, Дизел, Ръчни скорости,266000,136,Сив,62f4b2fb688c97598d088fa2
BMW, 318,2006,9950, Газ/Бензин, Ръчни скорости,213000,129,Черен,612685345464ba33056c7142
Skoda, Fabia,2009,5999, Бензин, Ръчни скорости,69896,60,Бордо металик,62f79f35a6f04765d1074d16
Renault, Megane,2000,3500, Газ/Бензин, Ръчни скорости,184000,98,Тъмно сив,62f79ee47fe121324809cc84
Audi, A4,2008,9500, Дизел, Ръчни скорости,218000,140,Черен металик,62f79ed4253d1fe623080c64
Peugeot, 307,2004,2800, Дизел, Ръчни скорости,204000,90,Черен,62f79e48335b01c77f0dd743
Mercedes-Benz, S,2007,17900, Дизел, Автоматични скорости,208000,235,Черен металик,62efdef81638b5e8130decf2
Ford, Ka,2007,1799, Бензин, Ръчни скорости,56000,60,Син,62d270ec6ca18da4cc0e1d93
Mercedes-Benz, E,2002,7200, Дизел, Автоматични скорости,340000,177,Син металик,62c1bd1e9103ecce6a097803
VW, Golf,2005,4600, Бензин, Ръчни скорости,190000,116,Сив металик,62f79df5967f3578e6051173
VW, Golf,2005,9999, Бензин, Ръчни скорости,248000,200,Сив,622dcf562583e82daa43fa13
Opel, Astra,2009,9000, Дизел, Ръчни скорости,210000,110,Сив металик,62b75f6c81b6db38f8005c82
BMW, X5,2011,28999, Дизел, Автоматични скорости,193000,245,Бял металик,615295432959e85749796423
Fiat, Sedici,2007,6899, Дизел, Ръчни скорости,152000,120,Бял металик,625ffd6c45ca8620930027b2
Kia, Ceed,2007,6999, Дизел, Ръчни скорости,142000,90,Черен металик,62e392337ff1c92f0302a772
Audi, A2,2003,4499, Дизел, Ръчни скорости,148000,75,Сив металик,62f47c000f6b3743da03ee03
Toyota, Corolla,2006,7799, Дизел, Автоматични скорости,160000,90,Черен металик,629e0cb55e0af61d260431e2
Volvo, V70,2010,10999, Дизел, Автоматични скорости,185000,163,Сив металик,62a0ac56a237b0e7160e8565
Audi, A4,2004,5799, Дизел, Ръчни скорости,207000,131,Черен металик,62cd9736af815cabcb04e462
VW, Golf,2004,4299, Дизел, Ръчни скорости,167000,101,Син,62eca6dfd0881ad83f061452
Opel, Astra,2014,10499, Дизел, Автоматични скорости,178000,165,Черен металик,622ae15a585a9068122ae7c2
Toyota, Avensis,2003,6999, Бензин, Ръчни скорости,175000,130,Черен металик,629435c125235589c00df7d7
Mercedes-Benz, E,1994,13299, Дизел, Ръчни скорости,56000,113,Син металик,6255a34cd03d95508f0a7453
Suzuki, Vitara,2000,6999, Дизел, Ръчни скорости,133000,90,Зелен металик,628cfb15bf2af1148f0d0762
BMW, 535,2013,34999, Бензин, Автоматични скорости,242000,306,Син металик,618e153b0f5cdd5199223442
Toyota, Auris,2009,9199, Бензин, Ръчни скорости,158000,101,Сив металик,62dec60fd2eeb418cb0d6393
Opel, Astra,2005,5299, Бензин, Ръчни скорости,92000,90,Сив металик,62eca4c664fec3ff5c0a8022
Opel, Corsa,2003,1400, Бензин, Ръчни скорости,86000,60,Черен металик,62f5d58a3dfe803a430f3c93
Toyota, Sequoia,2007,27999, Бензин, Автоматични скорости,202000,280,Черен металик,62d248467f0d6009e806c183
Chevrolet, Trax,2014,15499, Бензин, Ръчни скорости,92000,116,Бял металик,62b9c2429f5b391117043ce3
Alfa, Romeo,2010,6999, Бензин, Ръчни скорости,172000,80,Черен металик,61a1abb279fd7424993650b3
Citroen, C5,2006,3999, Дизел, Ръчни скорости,181000,136,Сив металик,62c57a47641b477cae029233
BMW, 318,2006,6999, Дизел, Ръчни скорости,202800,122,Син металик,62eca43310e07f9bf0085393
VW, New,2013,33500, Бензин, Автоматични скорости,72405,170,Светло син металик,5f3fdca896910e0009486243
Renault, Megane,2010,7700, Дизел, Ръчни скорости,192500,106,Син металик,62ef53bafcc52015850d3e22
Dacia, Dokker,2015,15800, Дизел, Ръчни скорости,113200,75,Бял,625839227ce417e87e0f6923
Mercedes-Benz, CLK,2004,6900, Дизел, Ръчни скорости,191854,170,Светло сив металик,62947b97538156d34805bc42
VW, Caddy,2011,16200, Дизел, Ръчни скорости,220000,102,Светло сив,623caaa43472a563182f6986
Mercedes-Benz, C,2003,4200, Дизел, Автоматични скорости,195324,143,Черен металик,6059ffca8cb63530d81e15d4
Dacia, Logan,2010,8200, Бензин, Ръчни скорости,106600,75,Тъмно сив,623336aee1636e198804e912
VW, Passat,2000,3300, Дизел, Ръчни скорости,199527,90,Светло сив металик,62e81e470d4b6b7c720255a2
Toyota, Corolla,2005,5550, Дизел, Ръчни скорости,275890,116,Тъмно сив,62dd66c0b12e1e90a2086203
BMW, X3,2007,10300, Дизел, Автоматични скорости,189635,218,Светло сив металик,6270b7d04266c21cbe051e52
VW, Golf,2008,8800, Бензин, Ръчни скорости,156000,140,Светло сив,62c6b09b8abc14cc910d8d24
Audi, A3,2005,7900, Дизел, Ръчни скорости,185632,105,Черен металик,62ba9c0ae95583b091083cb2
Toyota, RAV,2010,18500, Дизел, Автоматични скорости,164352,150,Светло сив,62cec9ee89f6b0fd14082552
Toyota, Corolla,2009,9500, Дизел, Ръчни скорости,205000,136,Черен,62d08f9ba273831d7e0d8612
Audi, Q7,2006,17980, Дизел, Автоматични скорости,199230,233,Черен,62f79d69b36965c748064be4
Lancia, Delta,2010,7100, Дизел, Автоматични скорости,187542,120,Черен металик,61a38e7cd3d94d133947dcf4
Toyota, Verso,2007,7750, Дизел, Ръчни скорости,178000,2,Черен,62f79d676f9bd4a77f030f52
BMW, 318,2004,3100, Бензин, Ръчни скорости,185421,116,Светло сив металик,6094bcfd9b4faf24a8254f92
Hyundai, i30,2013,13300, Дизел, Ръчни скорости,132854,90,Тъмно сив металик,627b57b6f648d4f672089b94
Ford, Fiesta,2007,4250, Дизел, Ръчни скорости,238000,75,Бордо,62809d7ed6123228ea055112
Mercedes-Benz, C,2002,5700, Газ/Бензин, Ръчни скорости,168524,130,Светло сив металик,62c018e47d0d01d5a0076585
VW, Passat,2000,3150, Дизел, Ръчни скорости,210000,116,Черен,62e36c23ca9ae84d1f002f23
VW, Passat,2013,14500, Дизел, Ръчни скорости,145236,105,Тъмно сив металик,62ac22f92a30f978ae0647f2
Mercedes-Benz, E,2003,6500, Дизел, Автоматични скорости,178524,150,Светло сив металик,62beacac5aa03b4a210f5104
Mazda, 6,2009,10300, Бензин, Ръчни скорости,196352,147,Хамелеон металик,6241b9db99d7ce2ef25e84c4
BMW, X5,2006,10500, Дизел, Автоматични скорости,196852,218,Тъмно сив металик,626e0b95bfa9cb0147089b74
BMW, 330,2007,11300, Дизел, Автоматични скорости,186528,233,Светло сив металик,6280df43aa9aab989e0e4e32
Mercedes-Benz, C,2006,5900, Дизел, Ръчни скорости,196851,116,Светло сив металик,625d9309b4703336310a1c92
Audi, A4,2009,11200, Дизел, Ръчни скорости,198523,143,Тъмно сив металик,62ebca875715ee15f9046902
Opel, Meriva,2007,4200, Дизел, Ръчни скорости,187241,100,Син металик,618ebe66fc660d1d5257e6f5
Audi, A4,2004,4800, Дизел, Ръчни скорости,186524,131,Светло сив металик,627386aca3d60505050c22f7
Audi, A4,2009,14300, Дизел, Ръчни скорости,168325,143,Черен металик,62ada04d071776c8340b5852
Audi, A3,2009,8300, Дизел, Ръчни скорости,162532,105,Светло сив металик,61277ddbbf3bc026597d5632
Opel, Astra,2008,5300, Дизел, Ръчни скорости,185742,100,Светло сив металик,618510ca4fc9300ba84cfb82
Mazda, 3,2011,8300, Дизел, Ръчни скорости,158624,110,Черен металик,6183e5383f36337dd557e272
Toyota, RAV,2004,7700, Дизел, Ръчни скорости,163522,116,Светло сив металик,62d135acccd03cc952080bca
Mini, ONE,2002,3299, Бензин, Ръчни скорости,234000,90,Жълт,62e29ee9c35f3d8d2a0d76d2
Ford, Fiesta,2006,3600, Дизел, Ръчни скорости,163522,90,Тъмно сив металик,62c3daa8ff9f3a4b1802b8e2
BMW, 320,2007,7800, Бензин, Автоматични скорости,189524,150,Черен металик,605a3aa7fc84393303779e92
BMW, X3,2005,8999, Дизел, Ръчни скорости,189635,150,Черен,62e9f846f7fce09de9049c72
Hyundai, i20,2012,8599, Дизел, Ръчни скорости,133000,90,Черен,622f34c7da3dae7b1f6749f2
Mercedes-Benz, ML,2006,11800, Дизел, Автоматични скорости,204536,190,Светло сив металик,5f9162f18d7bfb60117db754
Mercedes-Benz, R,2006,11500, Дизел, Автоматични скорости,62000,224,Сив,62f79ca0268b98ad450ced32
VW, Golf,2008,6500, Бензин, Ръчни скорости,185741,82,Тъмно сив металик,621a59b5e4f19676437e8513
